lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,method,ra,age_days,trial_order,session_error,session_error_type,notes,second_session,lang_group,lang1,lang1_exposure,lang2,lang2_exposure,lang3,lang3_exposure,caregiver_seat,macarthur_ladder,parenta_gender,parenta_education,parentb_gender,parentb_education,preterm,days_preterm,prev_earinfection,curr_earinfection,hearing_vision,hearing_vision_info,cognitive_developmental,cognitive_developmental_info,sib1_age,sib1_gender,sib2_age,sib2_gender,sib3_age,sib3_gender,sib4_age,sib4_gender,tod,season,race_ethnicity,gender,lang4,lang4_exposure,bilingual_nae,bilingual_parenta_nae,bilingual_parentb_nae,bilingual_interview_lang,beard,ratype,childcare,visits,household_size,last_feed_min,last_sleep_min,termtime,popnum,popkm2,subid_unique
trainorlab,s06,training,train2,-1.0,4.47,7.4731,error',"""experimenter interference""; ""parent interference""",HPP,Haley,226.0,2.0,error,"error in baby behaviour (would not look away from experimenter), error in program",Lookaway time set to 3000 ms,N,Monolingual,English,100.0,,,,,caregiver,,F,13,M,13,preterm,1.0,No,No,No,,N,,3,F,,,,,,,,Summer,,F,,,,,,,no_beard,postgraduate,,,,,,in session,,,trainorlab:s06
minddevlabbicocca,mb11,ADS,ADS2,9.0,15833.0,16992.0,noerror,,SingleScreen,Stefania,181.0,3.0,noerror,,,N,Monolingual,Italian,100.0,,,,,caregiver,,F,13,M,18,term,,No,No,N,,N,,,,,,,,,,0.5,winter,Caucasian,F,,,,,,,,postgraduate,she spends her waking time with the mom and the aunt; she meets her grandparents once a week; the dad is at home only during weekends,15/30,1 adult (mom) and 1 adult (dad) during the weekends,0.5,0.4791666666666666,not in session,,,minddevlabbicocca:mb11
isplabmcgill,m15,IDS,IDS8,15.0,,,error,experiment ended early,HPP,SK,377.0,3.0,noerror,,Experiment ended early,N,monolingual,French,100.0,,,,,caregiver,,F,20.0,M,22.0,term,,N,N,N,,N,,6,F,3,F,,,,,1350.0,Summer,,F,,,,,,,no_beard,undergraduate,mom,20.0,4.0,120,240,not in session,,,isplabmcgill:m15
cdcceu,mb15,IDS,IDS5,9.0,3.038,5.1,error,bad eye-tracking data,Eyetracking,"Mikolaj,Zsu",143.0,2.0,error,bad eyetracking data on almost all trials,"Mikolaj without beard. Zsu is a full-time employed RA, Mikolaj run the experiment. Zsu talked to the mum, gathered questionnaire data.",N,Monolingual,Hungarian,99.0,English,1.0,,,caregiver,,F,25,M,13,N,14.0,N,N,N,,N,,,,,,,,,,1400.0,Fall,,M,,,1.0,rarely,rarely,preferred,no_beard,other,With parent at home,22,2.0,30,60,,,,cdcceu:mb15
irlconcordia,mb12s28,IDS,IDS1,2.0,15.28,17.649,noerror,,eyetracking,MT,409.0,2.0,noerror,,RA is post-undergrad,N,monolingual,english,100.0,,,,,caregiver,6.0,F,20.0,M,20.0,term,,Y,N,N,,N,,8,F,4,F,,,,,1030.0,winter,european; latin/central/south american,F,,,100.0,regularly,regularly,preferred,,other,home with mom and older sister,,4.0,90,210,in session,,,irlconcordia:mb12s28
babylablmu,5,ADS,ADS6,11.0,0.41,5675.0,noerror,,Eyetracking,Nadine,314.0,1.0,noerror,,,N,Monolingual,German,100.0,,,,,caregiver,9.0,M,21,F,18,term,,No,No,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,babylablmu:5
ethosrennes,do683,ADS,ADS7,13.0,10.99,18.31,noerror,,Eyetracking,Chloe,160.0,2.0,noerror,,,N,monolingual,french,100.0,,,,,seat,,F,12,M,17,term,,N,N,N,,N,,,,,,,,,,1530.0,Spring,,M,,,,,,,no_beard,undergraduate,at home,,,1899-12-31 03:30:00,1899-12-31 02:30:00,,,,ethosrennes:do683
isplabmcgill,m16,IDS,IDS7,3.0,6.19,10.53,noerror,,HPP,SK,385.0,4.0,noerror,,,N,monolingual,French,92.0,English,8.0,,,caregiver,,F,20.0,M,20.0,term,,N,N,N,,N,,,,,,,,,,1530.0,Summer,,F,,,,,,,no_beard,undergraduate,daycare,20.0,2.0,120,180,not in session,,,isplabmcgill:m16
lancaster,14mb16,training,training,1.0,16.247851,18.00815377,,,single screen,Charlotte,433.0,4.0,noerror,,Good,N,monolingual,English,100.0,,0.0,,0.0,caregiver,,F,17.0,M,16,term,,N,,N,,,,,,,,,,,,,,White British,M,,0.0,,,,,,,,,,,,,,,lancaster:14mb16
irlconcordia,mb6s34,IDS,IDS4,12.0,5.01,18.04,noerror,,eyetracking,MM,225.0,4.0,noerror,,,N,monolingual,english,99.0,french,1.0,,,caregiver,7.0,F,13.0,M,10.0,term,,N,N,N,,N,,,,,,,,,,1230.0,spring,canadian,F,,,99.0,regularly,regularly,preferred,,undergraduate,home with mom,,2.0,120,60,not in session,,,irlconcordia:mb6s34
weescienceedinburgh,mb04,IDS,IDS1,5.0,15.76,18.0,noerror,,SingleScreen,Izzy,227.0,4.0,noerror,,"Brief cries in 3 trials (9, 13, and 17), distracted by something reflecting off his clothes.",N,monolingual,English,100.0,,,,,caregiver,,F,,M,,term,,No,No,N,,N,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,weescienceedinburgh:mb04
infantlanglabutk,mb1r74ms4,Train 1,Train 1,-1.0,19173.0,21013.0,noerror,,hpp,SP,219.0,4.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,7.0,F,18,M,16,preterm,6.0,0,N,N,,N,,2,M,,,,,,,,,white,M,,,,,,,,,,,,,,,,,infantlanglabutk:mb1r74ms4
infantlanglabutk,mb1r132fs7,IDS2,IDS2,4.0,9086.0,12459.0,noerror,,hpp,SP,420.0,2.0,noerror,,,,Monolingual,English,100.0,,,,,caregiver,8.0,F,16,M,16,Term,,0,N,N,,N,N,6,F,4,M,,,,,,,White,F,,,,,,,,,,,,,,,,,infantlanglabutk:mb1r132fs7
lllliv,mb041,IDS,IDS3,6.0,9.481,13.147,,,Eyetracking,Rebecca,383.0,1.0,noerror,,looked behind sometimes for dad,N,monolingual,English,100.0,,,,,seat,,M,23,F,22,term,,No,No,N,,N,,,,,,,,,,1030,Fall,White british/ Irish,F,,,,,,,no_beard,undergraduate,,,,,,in session,,,lllliv:mb041
chosunbaby,h26o07,,,12.0,,,error,experiment ended early,HPP,NAM,366.0,,error,experiment ended early,crying,N,monolingual,Korean,100.0,,,,,caregiver,,F,16,M,16,term,,yes,no,N,,N,,,,,,,,,,,Summer,Asian,F,,,,,,,no_beard,postgraduate,,,,,,,,,chosunbaby:h26o07
wsigoettingen,m210,IDS,IDS1,2.0,15.08,,noerror,,SingleScreen,Melli,221.0,2.0,noreror,,lap,N,monolingual,German,100.0,,,,,caregiver,,M,17,F,21,preterm,3.0,N,N,N,,N,,3,M,,,,,,,,,,M,,,,,,,,,,,,,,,,,wsigoettingen:m210
cdcceu,mb33,IDS,IDS1,6.0,3.456,5.53334,noerror,,Eyetracking,"Mikolaj,Zsu",372.0,3.0,noerror,,"Mikolaj without beard. Zsu is a full-time employed RA, Mikolaj run the experiment. Zsu talked to the mum, gathered questionnaire data.",N,Monolingual,Hungarian,100.0,,,,,caregiver,,F,20,M,19,N,,N,N,N,,N,,,,,,,,,,1500.0,Winter,,M,,,0.0,,,preferred,no_beard,other,"With mother, and in the evenings with father",12,2.0,150,270,,,,cdcceu:mb33
weltentdeckerzurich,mb12524,ADS,ADS8,16.0,3.78,5.88,noerror,,Eyetracking,Leonie,452.0,2.0,noerror,,,N,Monolingual,Swissgerman,100.0,,,,,seat,,F,12,M,15,term,,N,N,N,,N,,,,,,,,,,1700,Fall,,F,,,0.0,,,preferred,no_beard,undergraduate,stays at home with parents or grandparents,,,,,in session,109277.0,81.0,weltentdeckerzurich:mb12524
earlysocogfm,s45,ADS,ADS3,8.0,1.16,5.06,noerror,,ET,TF & EK,274.0,4.0,noerror,,,N,monolingual,english,100.0,,,,,caregiver,,F,some college/university,M,associate's degree,preterm,22.0,N,N,N,,N,,13,M,,,,,,,,fall,white & black,M,,,,,,,No_beard,Undergraduate,,,,,,in,,,earlysocogfm:s45
babylablmu,39,IDS,IDS1,1.0,4.49,14259.0,noerror,,Eyetracking,Anna,442.0,1.0,noerror,,,N,Monolingual,German,100.0,,,,,seat,8.0,F,18,M,13,term,,No,No,N,,N,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,babylablmu:39
bcrlunlv,mb3604,IDS,IDS7,3.0,14.8,17.7,noerror,,SingleScreen,YR,423.0,4.0,noerror,,,N,monolingual,English,99.0,Spanish,1.0,,,caregiver,,F,14.0,M,14,term,,Y,N,N,,N,,3.0,M,,,,,,,,Fall,Caucasian,F,,,,,,,no_beard,undergraduate,,,,,,,,,bcrlunlv:mb3604
lppparisdescartes2,mb25jf,ADS,ADS5,9.0,323.0,18.0,noerror,,HPP,,272.0,1.0,Noerror,,,N,monolingual,french,95.0,english,5.0,,,caregiver,,F,,M,,term,,no,no,no,,no,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,lppparisdescartes2:mb25jf
babylabuclajohnson,10542,ADS,ADS7,3.0,16.11,18.0,error,parent interference,Eyetracking & Online Coding,SB,380.0,4.0,noerror,,,N,Monolingual,English,98.0,Greek,2.0,Spanish,1.0,Caregiver,6.0,M,16.0,F,18,Term,,N,N,N,,N,,,,,,,,,,,,Caucasian,F,,,,,,,,,,,,,,,,,babylabuclajohnson:10542
lcdfsu,lcd009,test-ADS,3ADS.wav,7.0,5786.0,9050.0,no_error,,Eyetracking,Megan F,277.0,1.0,noerror,,loved attention getter/calibrated 2x due to issue first time,N,Monolingual,English,100.0,,,,,caregiver,,M,16,F,16,preterm,1.0,N,N,N,,N,,,,,,,,,,,,White,M,,,,,,,,,,,,,,,,,lcdfsu:lcd009
pocdnorthwestern,mb26,ADS,ADS6,16.0,,,error,experiment ended early,Eyetracking,Miriam,383.0,3.0,noerror,,baby was fussy; ended experiment early; distracted by mom's headphones,N,Monolingual,English (UK),100.0,,,,,caregiver,7.0,F,16,M,16,term,,Yes,No,N,,N,,,,,,,,,,,Winter,Caucasian,M,,,,,,,no_beard,postgraduate,,,,,,in session,,,pocdnorthwestern:mb26
babylabkingswood,mb8196,IDS,IDS6,14.0,5404.0,,No error,No error,HPP,DD,274.0,4.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,,F,16.0,M,16,term,,No,No,No,No,No,No,6,M,3.0,M,,,,,,,Caucasian,F,,,,,,No,,,,,,,,,,,babylabkingswood:mb8196
babylablangessex,mb91204,IDS,IDS8,15.0,1.245,6.278,noerror,,Eyetracking,Jade,339.0,2.0,noerror,,"very good, had a dummy",N,Monolingual,English,100.0,,,,,Seat,4.0,F,15.0,M,15,Preterm,14.0,no,no,no,,no,,,,,,,,,,,,,M,,,,,,,,undergraduate,,,,,,,,,babylablangessex:mb91204
bllumanitoba,4042,IDS,IDS4,11.0,5.485,5.485,noerror,,HPP,Kelsey,263.0,3.0,noerror,,"Wiggly baby, but codable. No video consent.",N,monolingual,English,98.0,Korean,2.0,,,caregiver,6.0,F,14.0,M,13,term,,N,N,N,,N,,,,,,,,,,1330.0,Fall,Caucasian-Korean,M,,,98.0,regularly,regularly,preferred,no_beard,undergraduate,Baby stays home with mom.,,2.0,,,in session,38284.0,81.0,bllumanitoba:4042
babylabprinceton,manybabies030,ADS,ADS6,12.0,,,error,experiment ended early,HPP,EF,400.0,2.0,noerror,,"RA is a full time lab manager, post-undergrad",N,monolingual,English,100.0,,,,,caregiver,7.0,F,16.0,M,16,Y,21.0,Y,N,N,,N,,5,F,,,,,,,0900,Fall,white,M,,,,,,,no_beard,other,at home with mom,10.0,3.0,1.0,3.0,in session,23581.0,80.0,babylabprinceton:manybabies030
purdueinfantspeech,4246,IDS,IDS5,2.0,7.93,13.31,noerror,,HPP,GK,350.0,4.0,noerror,,,N,monolingual,English,95.0,Italian,5.0,,,caregiver,,F,22,M,16,full,12.0,0,No,N,,N,,,,,,,,,,,,white,M,,,,,,,,Graduate,,,,,,,,,purdueinfantspeech:4246
babylabbrookes,mb92,ADS,ADS1,1.0,7.08,,noerror,,Single Screen,N1,108.0,2.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,,F,17.0,M,20,term,,No,No,N,,N,,3,M,,,,,,,,,,M,,,,,,,no_beard,postgraduate,Family,,,,,,,,babylabbrookes:mb92
babylabvuw,s04,IDS,IDS7,3.0,9.412,9.412,noerror,,SingleScreen,Petra,214.0,4.0,error,language exclusion,,N,Bilingual,English,85.0,Te Reo,15.0,,,caregiver,7.0,F,17.0,M,15.5,term,,N,N,N,,N,,,,,,,,,,1100.0,Winter,NZ European,M,,,,,,,no_beard,undergraduate,,,,,,in session,50154.0,69.0,babylabvuw:s04
labunam,5885,ADS,ADS8,16.0,907.0,5243.0,noerror,,eye-tracking,,185.0,3.0,No error,,,N,monolingual,spanish,100.0,,,,,caregiver,,f,14,m,16,Term,,N,N,N,N,N,N,,,,,,,,,,,hispanic/latin,f,,,,,,,,,no,,,,,,,,labunam:5885
lancaster,14mb14,IDS,IDS-8,17.0,0.0,2.002197335,,,single screen,Charlotte,383.0,2.0,noerror,,Not looking some of the time but sat well,N,monolingual,English,100.0,,0.0,,0.0,caregiver,,F,17.0,M,11,term,,N,,Y,Child's father colour blind,,,,,,,,,,,,,White British,F,,0.0,,,,,,,,,,,,,,,lancaster:14mb14
babylabprinceton,manybabies027,ADS,ADS7,3.0,7.557,9.565,noerror,,HPP,RC,410.0,3.0,noerror,,RA is undergrad,N,monolingual,English,100.0,,,,,caregiver,7.0,M,18.0,F,16,Y,14.0,N,N,N,,N,,4,F,,,,,,,0930,Fall,white and asian,F,,,,,,,no_beard,RA,"at home with mom 2 days, daycare 3 days",30.0,3.0,2.5,0.5,in session,44430.0,79.0,babylabprinceton:manybabies027
lcdfsu,lcd005,test-ADS,1ADS.wav,4.0,5132.0,7499.0,no_error,,Eyetracking,Megan F,294.0,1.0,noerror,,calibrated 2x and would lean close to screen,N,Monolingual,English,100.0,,,,,caregiver,8.0,F,18,M,18,preterm,4.0,Y,N,N,,N,,3,F,,,,,,,,,White,M,,,,,,,,,,,,,,,,,lcdfsu:lcd005
purdueinfantspeech,4229,IDS,IDS8,15.0,11.12,16.37,noerror,,HPP,GK,281.0,2.0,noerror,,,N,monolingual,English,80.0,Cantonese,20.0,,,caregiver,,F,16,M,18,full,0.0,0,No,N,,N,,,,,,,,,,,,white/asian,F,,,,,,,,Graduate,,,,,,,,,purdueinfantspeech:4229
infantllmadison,mb086,ADS,ADS4,11.0,,,error,experimenter ended experiment,HPP,SO,187.0,4.0,noerror,,baby was distracted by feet throughout study and took a long time to orient to side monitor. Experimenter ended experiment after trial 10 due to infant inattention to side monitors,N,monolingual,English,100.0,,,,,caregiver,6.0,M,16.0,F,16.0,term,,N,N,N,,N,,4,M,2,F,,,,,1100.0,Fall,White,M,,,,,,,no_beard,other,,,,,,in session,954.0,85.0,infantllmadison:mb086
infantllmadison,mb060,IDS,IDS4,12.0,3.598,5.616,noerror,,HPP,SO,223.0,4.0,noerror,,"RA is a full time lab manager, post-undergrad",N,monolingual,English,100.0,,,,,caregiver,6.0,F,18.0,M,18.0,term,,N,N,N,,N,,3,M,,,,,,,1530.0,Summer,White,M,,,,,,,no_beard,other,,,,,,not in session,72976.0,56.0,infantllmadison:mb060
babylabutrecht,901,training,train2,-1.0,10.647631,14.511835,noerror,,HPP,YL,289.0,1.0,error,experimenter error,since baby is restless trial 4 and 16 did not start when she looked at the screen,N,Monolingual,Dutch,100.0,,,,,caregiver,7.0,F,14.0,,14,term,12.0,N,,N,,N,,,,,,,,,,1030.0,Fall,,F,,,,,,,,undergrad,home only,,,,,,,,babylabutrecht:901
earlysocogfm,s24,IDS,IDS4,7.0,14.77,15.0,noerror,,ET,EK & HRL,214.0,1.0,noerror,,,N,monolingual,english,100.0,,,,,caregiver,,M,bachelor’s degree,F,bachelor's degree,Y,28.0,N,N,N,,N,,2,M,,,,,,,,summer,white,F,,,,,,,no_beard,undergraduate,,,,,,not in session,,,earlysocogfm:s24
irlconcordia,mb12s08,ADS,ADS7,3.0,0.0,5.792,error,experimenter began trial too early,eyetracking,SPI,381.0,3.0,noerror,,,N,monolingual,english,99.0,french,0.0,spanish,0.0,caregiver,6.0,F,15.0,M,15.0,term,,N,N,N,,N,,3,M,,,,,,,1030.0,summer,aboriginal,F,,,99.0,regularly,regularly,preferred,,graduate,,,,,,not in session,,,irlconcordia:mb12s08
infantlanglabutk,mb1r133ms4,ADS5,ADS5,2.0,9377.0,12841.0,noerror,,hpp,RB,409.0,3.0,noerror,,,,Monolingual,English,95.0,German,5.0,,,caregiver,7.0,F,18,M,18,Term,,3,N,N,,N,N,,,,,,,,,,,White,M,,,,,,,,,,,,,,,,,infantlanglabutk:mb1r133ms4
infantlanglabutk,mb1r141fs1,ADS7,ADS7,14.0,4154.0,6157.0,noerror,,hpp,RB,455.0,1.0,noerror,"Has pacifier, B1T2, B1T4, B2T1, B2T2",,,Monolingual,English,100.0,,,,,caregiver,5.0,F,16,M,14,Term,,0,N,N,,N,N,6,M,3,M,,,,,,,White,F,,,,,,,,,,,,,,,,,infantlanglabutk:mb1r141fs1
bllumanitoba,1020,IDS,IDS3,6.0,14.428,18.276,noerror,,HPP,Kelsey,177.0,1.0,noerror,,It took a minute or so for the baby to look at side screen again after the training trials.,N,monolingual,English,96.0,French,4.0,,,caregiver,7.0,F,20.0,M,17,term,,N,N,N,,N,,2.0,M,,,,,,,1000.0,Fall,Canadian,F,,,96.0,regularly,regularly,preferred,no_beard,undergraduate,Baby stays home with mom.,,3.0,,,in session,195031.0,77.0,bllumanitoba:1020
babylabumassb,mbpumb039112655,training,train2,-1.0,7.66,18.0067,noerror,,Eyetracking,MC,348.0,3.0,noerror,,,Y,monolingual,English,95.0,French,5.0,,,caregiver,,F,18.0,M,18,term,,N,N,N,,N,,,,,,,,,,,,White/Not hispanic,M,,,,,,,,,,,,,,,,,babylabumassb:mbpumb039112655
weltentdeckerzurich,mb12658,ADS,ADS2,3.0,17.44,18.0,noerror,,Eyetracking,Leonie,413.0,2.0,noerror,,,N,Bilingual,Swissgerman,69.0,Spanish (Colombia),30.0,English,1.0,seat,,M,15,F,17,term,,N,N,N,,N,,,,,,,,,,1100,Fall,,M,,,0.0,,,preferred,no_beard,undergraduate,"goes to daycare since age of 8 months, 2 days per week, 8h",,,,,in session,317890.0,78.0,weltentdeckerzurich:mb12658
labunam,5594,IDS,IDS3,6.0,2239.0,18068.0,noerror,,eye-tracking,,234.0,1.0,No error,,,N,monolingual,spanish,100.0,english,0.0,,,caregiver,,f,16,m,17,Term,,N,N,N,N,N,N,,,,,,,,,,,hispanic/latin,f,,,,,,,,,no,,,,,,,,labunam:5594
babylabkingswood,mb8415,IDS,IDS3,5.0,3147.0,,No error,No error,HPP,DD,250.0,2.0,noerror,,,N,Monolingual,English,90.0,Spanish,10.0,,,caregiver,,F,13.0,M,13,term,,No,No,No,No,No,No,,,,,,,,,,,Caucasian,M,,,,,,No,,,,,,,,,,,babylabkingswood:mb8415
nusinfantlanguagecentre,mb001,IDS,IDS1,1.0,12.07,19.0,noerror,,eye-tracking,shruthilaya R,424.0,1.0,noerror,,Stopped testing quarterway at 3rd/4th trial due to crying of infant; manually hand-coded,N,monolingual,english,91.0,mandarin,8.0,Canto,2.0,,,M,15.0,F,15.0,term,,N,N,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,nusinfantlanguagecentre:mb001
infantcogubc,tm29,ADS,ADS6,11.0,17.09,18.0,noerror,,SingleScreen,Ali/Stacy,106.0,2.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,,F,20.0,M,12.0,term,,N,N,N,,N,,,,,,,,,,,,European & Aboriginal & Canadian/American,M,,,,,,,,,,,,,,,,,infantcogubc:tm29
escompicbsleipzig,mb01,ADS,ADS3,8.0,7.32,18.0,noerror,,Eyetracking,Max,172.0,4.0,noerror,,very calm at the beginning; Calibration a bit longer (Mouse was away); increasing fussiness,N,Monolingual,German,90.0,,,French,10.0,caregiver,,F,20,M,16,term,,No,No,N,,N,,,,,,,,,,,Winter,,M,,,,,,,beard,undergraduate,undergraduate,,,,,,,,escompicbsleipzig:mb01
jmucdl,40013,ADS,ADS7,14.0,,0.0,noerror,,Eyetracking,KVJ,473.0,1.0,noerror,,,N,monolingual,English,100.0,,0.0,,0.0,caregiver,,F,14.0,M,12.0,term,,N,N,N,,N,,18,F,16,M,10.0,F,3.0,F,,,Black,F,,0.0,,,,,,,,,,,,,,,jmucdl:40013
ileap,e48s030,IDS,IDS4,8.0,2.392,2.392,noerror,,Preference,Maddie,398.0,2.0,noerror,,,N,Bilingual,English,,Russian,,,,Caregivers lap,,F,18.0,M,22.0,Term,,no,,N,,N,,,,,,,,,,,,Caucasian,M,,,,,,,,graduate,,,,,,,,,ileap:e48s030
langlabucla,mb915,ADS,ADS-4,12.0,8.64,11.994,noerror,,HPP,VM,338.0,3.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,,F,18,M,18,term,,N,N,N,,N,,2,M,,,,,,,,,Caucasian,F,,,,,,,,,,,,,,,,,langlabucla:mb915
babylabutrecht,605,IDS,IDS1,1.0,14.707143,16.707143,noerror,,HPP,YL,204.0,1.0,noerror,,,N,Monolingual,Dutch,100.0,,,,,caregiver,8.0,F,20.0,,20,term,-11.0,N,,N,,N,,2.0,M,,,,,,,948.0,Fall,,M,,,,,,,,undergrad,daycare,,,,,,,,babylabutrecht:605
lancaster,14mb14,IDS,IDS-1,4.0,0.0,2.007771118,,,single screen,Charlotte,383.0,2.0,noerror,,Not looking some of the time but sat well,N,monolingual,English,100.0,,0.0,,0.0,caregiver,,F,17.0,M,11,term,,N,,Y,Child's father colour blind,,,,,,,,,,,,,White British,F,,0.0,,,,,,,,,,,,,,,lancaster:14mb14
bounbcl,mb112,IDS,IDS7,3.0,12.36,16.96,noerror,,SingleScreen,Didar,440.0,4.0,noerror,,Experiment ended early because infant fussed-out.,N,Monolingual,Turkish,100.0,,,,,caregiver,5.0,M,15.0,F,17,term,,No,No,No,,No,,,,,,,,,,1630.0,Winter,,M,,,,,,,no_beard,graduate,Grand mother and mom,Everyday,2.0,90.0,120.0,in session,2177116.0,97.0,bounbcl:mb112
lllliv,mb038,IDS,IDS7,14.0,1.016,3.06,,,Eyetracking,Anna,481.0,2.0,error,tested when too old,,N,monolingual,English,100.0,,,,,seat,,F,19,F,16,term,,No,No,N,,N,,,,,,,,,,1000,Summer,White british/ Irish,F,,,,,,,no_beard,undergraduate,,,,,,not in session,,,lllliv:mb038
langlabucla,mb925,IDS,IDS-8,16.0,3.088,5.103,noerror,,HPP,VM,293.0,1.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,,M,18,F,18,term,,Y,Y,N,,N,,3,F,,,,,,,,,Asian,M,,,,,,,,,,,,,,,,,langlabucla:mb925
irlconcordia,mb6s05,training,train2,-1.0,0.0,3.368,error,experimenter began trial too early,eyetracking,MM,208.0,3.0,noerror,,,N,monolingual,english,100.0,,,,,caregiver,8.0,F,16.0,M,22.0,term,,N,N,N,,N,,3,M,,,,,,,1230.0,summer,European (British),F,,,100.0,regularly,regularly,preferred,,undergraduate,,,,,,not in session,,,irlconcordia:mb6s05
infantllmadison,mb058,IDS,IDS5,2.0,10.88,12.893,noerror,,HPP,SO,433.0,4.0,noerror,,"RA is a full time lab manager, post-undergrad",N,monolingual,English,100.0,,,,,caregiver,7.0,M,18.0,F,16.0,term,,Y,N,N,,N,,,,,,,,,,930.0,Summer,White,M,,,,,,,no_beard,other,,,,,,not in session,84616.0,68.0,infantllmadison:mb058
babylabumassb,mbpumb037072680,training,train1,-2.0,3.4833,18.0067,noerror,,Eyetracking,MC,221.0,1.0,noerror,,,N,monolingual,English,98.0,French,2.0,,,caregiver,5.0,,18.0,,18,term,,N,N,N,,N,,,,,,,,,,,,White/Hispanic,M,,,,,,,,,,,,,,,,,babylabumassb:mbpumb037072680
bounbcl,mb137,Training,Train2,-1.0,11.24,18.2,noerror,,SingleScreen,Didar,447.0,1.0,noerror,,,N,Monolingual,Turkish,100.0,,,,,caregiver,6.0,F,15.0,M,17,term,,Yes,No,No,,No,,,,,,,,,,1200.0,Winter,,F,,,,,,,no_beard,graduate,Grand mother,12 times a month,2.0,90.0,,not in session,898.269,78.0,bounbcl:mb137
musdevutm,mb35,training,train2,-1.0,6.255,8.173,noerror,,HPP,Maha,187.0,2.0,noerror,,,N,monolingual,English,90.0,Portuguese,10.0,,,caregiver,,F,14,M,11,term,,N,N,N,N,N,N,,,,,,,,,1130,Summer,,F,,,,,,,no_beard,undergraduate,,,,,,in session,270812.0,72.0,musdevutm:mb35
lcdfsu,lcd022,test-IDS,3IDS.wav,7.0,464.0,2550.0,no_error,,Eyetracking,Megan F,346.0,2.0,noerror,,easy calibrate but jumpy due to light blue eyes,N,Monolingual,English,100.0,,,,,caregiver,3.5,F,18,M,20,term,,N,N,N,,N,,3,M,,,,,,,,,White,F,,,,,,,,,,,,,,,,,lcdfsu:lcd022
jmucdl,40002,IDS,IDS4,8.0,2.72,18.0,noerror,,Eyetracking,KVJ,273.0,2.0,noerror,,,N,monolingual,English,100.0,,0.0,,0.0,caregiver,,M,16.0,F,18.0,term,,N,N,N,,N,,,,,,,,,,,,White,M,,0.0,,,,,,,,,,,,,,,jmucdl:40002
kokuhamburg,mb25,,,11.0,,,error,child could not be calibrated,Eyetracking,Kathrin,200.0,,error,"child could not be calibrated, no data collected",,N,Monolingual,German,100.0,,,,,caregiver,,F,16.0,M,,term,,No,No,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,kokuhamburg:mb25
babylabpotsdam,b6910,ADS,ADS5,1.0,9.42,10.919,noerror,,HPP,Katharina,316.0,4.0,noerror,,relatively short looking time - apart from that good,N,monolingual,German,99.0,English,1.0,,,caregiver,7.0,M,16.0,F,16,term,,N,N,N,,N,,,,,,,,,,14:30:00,spring,,F,,,,,,,no_beard,,,,,,,,,,babylabpotsdam:b6910
childlabmanchester,mb24,,,11.0,,,error,,eyetracking,Alissa,182.0,4.0,noerror,,North American speaking experimenter present. Screamed after ~ 6 trials,N,Monolingual,English,,,,,,caregiver,,,,,,N,,,,N,,N,,,,,,,,,,,Summer,,M,,,,,,,no_beard,lecturer,,,,,,not in session,1761505.0,543.0,childlabmanchester:mb24
langlabucla,mb315,ADS,ADS-2,9.0,10.72,15.326,noerror,,HPP,VM,162.0,3.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,,F,19,M,21,term,,N,N,N,,N,,5,M,,,,,,,,,Black,F,,,,,,,,,,,,,,,,,langlabucla:mb315
madlabucsd,mb13,IDS,IDS1,1.0,17.24,18.0,noerror,,SingleScreen,Michelle,235.0,1.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,6.0,F,18,M,18,term,,N,N,N,,N,,,,,,,,,,,,White,M,,,,,,,,,,,,,,,,,madlabucsd:mb13
ethosrennes,ye309,ADS,ADS4,11.0,2.56,4.85,noerror,,Eyetracking,Chloe,180.0,4.0,noerror,,,N,monolingual,french,100.0,,,,,seat,,F,14,M,12,term,,N,N,N,,N,,5,F,3,F,,,,,1000.0,Winter,,F,,,,,,,no_beard,undergraduate,at home,,,1899-12-31 01:00:00,1899-12-31 00:00:00,,,,ethosrennes:ye309
ethosrennes,lp814,IDS,IDS4,8.0,4.13,18.28,noerror,,Eyetracking,Chloe,269.0,2.0,noerror,,,N,monolingual,french,100.0,,,,,caregiver,,F,15.0,M,15.0,term,,N,N,N,,N,,3,M,,,,,,,930.0,Spring,,M,,,,,,,no_beard,undergraduate,daycare center 5 days per week,,,1899-12-31 01:00:00,1899-12-31 01:30:00,,,,ethosrennes:lp814
